ip.src;ip.dst;ipv6.src;ipv6.dst;tcp.srcport;tcp.dstport;udp.srcport;udp.dstport;frame.len;tcp.len;udp.length;tcp.flags.syn;tcp.flags.ack;tcp.flags.fin;tcp.flags.reset;tcp.flags.push;tcp.flags.urg;tcp.flags.cwr;tcp.flags.ece
0;0;2800:3f0:4001:846::2003;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;50604.0;5406.0;0.0;4920.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:847::2003;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;58527.0;6785.0;0.0;6191.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c03::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;41945.0;7786.0;0.0;6922.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c03::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;49801.0;8310.0;0.0;7500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c03::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;57367.0;7648.0;0.0;6784.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c03::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;40932.0;0.0;0.0;297.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c08::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;48809.0;8328.0;0.0;7518.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c08::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;55616.0;7767.0;0.0;6903.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4003:c08::54;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;34540.0;0.0;0.0;3155.0;2029.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2804:14d:1:0:181:213:132:8;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;53.0;33016.0;135.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
